Categoria,SubCategoria,Modelo,Cor,Tamanho,Preço Custo Unit,Data Pedido,Pais,Estado,UF,Cidade,Região,Pedidos Qtd,Total Venda,ID_VENDA
Bicicletas,Bicicletas de estrada,Road-250,Preto,48,"1554,95",01/02/2020,Brasil,Tocantins,TO,Nova Olinda,Norte,1,"2443,35",7605
Bicicletas,Bicicletas de estrada,Road-250,Preto,48,"1554,95",01/02/2020,Brasil,São Paulo,SP,Ilhabela,Sudeste,1,"2443,35",7606
Roupas,Coletes,Classic Vest,Azul,Médio,"23,75",01/06/2020,Brasil,Piauí,PI,Santo Inácio do Piauí,Norte,4,"152,4",7607
Bicicletas,Bicicletas de estrada,Road-250,Preto,52,"1554,95",01/02/2020,Brasil,Bahia,BA,Aramari,Nordeste,1,"2443,35",7608
Componentes,Pedivelas,HL Crankset,Preto,,"179,82",01/06/2020,Brasil,Paraná,PR,Fernandes Pinheiro,Sul,4,"971,98",7609
Componentes,Câmbio,Rear Derailleur,Prata,,"53,93",01/06/2020,Brasil,Maranhão,MA,Presidente Vargas,Nordeste,4,"291,5",7610
Acessórios,Bicicletários,Hitch Rack - 4-Bike,,,"44,88",01/06/2020,Brasil,Paraíba,PB,Lastro,Nordeste,3,216,7611
Acessórios,Limpadores,Bike Wash,,,"2,97",01/06/2020,Brasil,Acre,AC,Sena Madureira,Norte,3,"14,31",7612
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/06/2020,Brasil,Pernambuco,PE,Garanhuns,Nordeste,3,"90,97",7613
Acessórios,Pacotes de hidratação,Hydration Pack,Prata,70,"20,57",01/06/2020,Brasil,Piauí,PI,Marcolândia,Norte,3,"98,98",7614
Bicicletas,Bikes em turnê,Touring-1000,Amarela,60,"1481,94",01/06/2020,Brasil,Rondônia,RO,São Felipe D'Oeste,Norte,3,"4291,33",7615
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,40,"1082,51",01/02/2020,Brasil,Santa Catarina,SC,Campo Alegre,Sul,1,"1700,99",7616
Bicicletas,Bikes em turnê,Touring-3000,Azul,50,"461,44",01/06/2020,Brasil,Pernambuco,PE,São José da Coroa Grande,Nordeste,3,"1633,17",7617
Bicicletas,Bikes em turnê,Touring-3000,Amarela,44,"461,44",01/06/2020,Brasil,Piauí,PI,Jurema,Norte,3,"1336,23",7618
Roupas,Luvas,Half-Finger Gloves,Preto,Médio,"9,16",01/06/2020,Brasil,São Paulo,SP,Valinhos,Sudeste,3,"53,88",7619
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,40,"1082,51",01/02/2020,Brasil,Bahia,BA,São Miguel das Matas,Nordeste,1,"1700,99",7620
Componentes,Selas,HL Touring Seat/Saddle,,,"23,37",01/06/2020,Brasil,São Paulo,SP,Tejupá,Sudeste,3,"94,75",7621
Acessórios,Pneus e Tubos,LL Road Tire,,,"8,04",01/06/2020,Brasil,Rio Grande do Norte,RN,Tangará,Nordeste,2,"42,98",7622
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,42,"1082,51",01/02/2020,Brasil,Bahia,BA,Ubatã,Nordeste,1,"1700,99",7623
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/06/2020,Brasil,Mato Grosso,MT,Santa Cruz do Xingu,Centro-Oeste,2,"4,58",7624
Acessórios,Pneus e Tubos,Road Tire Tube,,,"1,49",01/06/2020,Brasil,São Paulo,SP,Aramina,Sudeste,2,"7,98",7625
Acessórios,Pneus e Tubos,Touring Tire Tube,,,"1,87",01/06/2020,Brasil,Rio Grande do Sul,RS,São Pedro da Serra,Sul,2,"9,98",7626
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,44,"1082,51",01/02/2020,Brasil,Paraíba,PB,Diamante,Nordeste,1,"1700,99",7627
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,44,"1082,51",01/02/2020,Brasil,Ceará,CE,Bela Cruz,Nordeste,1,"1700,99",7628
Bicicletas,Bikes em turnê,Touring-1000,Azul,46,"1481,94",01/06/2020,Brasil,São Paulo,SP,Uru,Sudeste,2,"3814,51",7629
Bicicletas,Bikes em turnê,Touring-2000,Azul,50,"755,15",01/06/2020,Brasil,Bahia,BA,São Desidério,Nordeste,2,"1457,82",7630
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,44,"1082,51",01/02/2020,Brasil,São Paulo,SP,Potirendaba,Sudeste,1,"1700,99",7631
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,48,"1082,51",01/02/2020,Brasil,Minas Gerais,MG,Aiuruoca,Sudeste,1,"1700,99",7632
Bicicletas,Bikes em turnê,Touring-2000,Azul,54,"755,15",01/06/2020,Brasil,Minas Gerais,MG,São Domingos das Dores,Sudeste,2,"1457,82",7633
Bicicletas,Bikes em turnê,Touring-2000,Azul,60,"755,15",01/06/2020,Brasil,Rondônia,RO,Urupá,Norte,2,"1457,82",7634
Bicicletas,Bikes em turnê,Touring-3000,Azul,44,"461,44",01/06/2020,Brasil,Pará,PA,Breves,Norte,2,"890,82",7635
Bicicletas,Bikes em turnê,Touring-3000,Azul,62,"461,44",01/06/2020,Brasil,Paraná,PR,Carlópolis,Sul,2,"890,82",7636
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,38,"713,08",01/02/2020,Brasil,Sergipe,SE,Santa Rosa de Lima,Nordeste,1,"1120,49",7637
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,38,"713,08",01/02/2020,Brasil,Rio Grande do Norte,RN,Extremoz,Nordeste,1,"1120,49",7638
Bicicletas,Bikes em turnê,Touring-3000,Amarela,62,"461,44",01/06/2020,Brasil,Pará,PA,Capanema,Norte,2,"890,82",7639
Roupas,Camisolas,Long-Sleeve Logo Jersey,Multi,Médio,"38,49",01/06/2020,Brasil,São Paulo,SP,Embu-Guaçu,Sudeste,2,"59,99",7640
Componentes,Suportes inferiores,HL Bottom Bracket,,,"53,94",01/06/2020,Brasil,Paraíba,PB,Parari,Nordeste,2,"145,79",7641
Componentes,Freios,Rear Brakes,Prata,,"47,29",01/06/2020,Brasil,Paraíba,PB,Pilõezinhos,Nordeste,2,"127,8",7642
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,40,"713,08",01/02/2020,Brasil,Rio Grande do Sul,RS,São Valentim do Sul,Sul,1,"1120,49",7643
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,42,"713,08",01/02/2020,Brasil,Goiás,GO,Sanclerlândia,Centro-Oeste,1,"1120,49",7644
Componentes,Correntes,Chain,Prata,,"8,99",01/06/2020,Brasil,São Paulo,SP,Fernão,Sudeste,2,"24,29",7645
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,42,"713,08",01/02/2020,Brasil,Rio Grande do Norte,RN,Cerro Corá,Nordeste,1,"1120,49",7646
Acessórios,Suportes De Bicicleta,All-Purpose Bike Stand,,,"59,47",01/06/2020,Brasil,Mato Grosso do Sul,MS,Ponta Porã,Centro-Oeste,1,159,7647
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/06/2020,Brasil,Bahia,BA,Irecê,Nordeste,1,"8,99",7648
Acessórios,Pneus e Tubos,ML Road Tire,,,"9,35",01/06/2020,Brasil,São Paulo,SP,Analândia,Sudeste,1,"24,99",7649
Acessórios,Pneus e Tubos,Touring Tire,,,"10,84",01/06/2020,Brasil,Sergipe,SE,Umbaúba,Nordeste,1,"28,99",7650
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,40,"713,08",01/06/2020,Brasil,Tocantins,TO,Aguiarnópolis,Norte,1,"1120,49",7651
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,42,"713,08",01/02/2020,Brasil,Minas Gerais,MG,Argirita,Sudeste,1,"1120,49",7652
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,42,"713,08",01/02/2020,Brasil,Paraná,PR,Bela Vista do Paraíso,Sul,1,"1120,49",7653
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,44,"713,08",01/06/2020,Brasil,Mato Grosso,MT,Paranatinga,Centro-Oeste,1,"1120,49",7654
Bicicletas,Bicicletas de estrada,Road-750,Preto,44,"343,65",01/06/2020,Brasil,Rio Grande do Sul,RS,Jaguarão,Sul,1,"539,99",7655
Bicicletas,Bicicletas de estrada,Road-750,Preto,52,"343,65",01/06/2020,Brasil,Tocantins,TO,Tocantinópolis,Norte,1,"539,99",7656
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,44,"713,08",01/02/2020,Brasil,Minas Gerais,MG,Santana da Vargem,Sudeste,1,"1120,49",7657
Bicicletas,Bicicletas de estrada,Road-750,Preto,58,"343,65",01/06/2020,Brasil,Santa Catarina,SC,Canelinha,Sul,1,"539,99",7658
Bicicletas,Bikes em turnê,Touring-1000,Azul,54,"1481,94",01/06/2020,Brasil,Rio Grande do Sul,RS,Eldorado do Sul,Sul,1,"1430,44",7659
Bicicletas,Bikes em turnê,Touring-1000,Azul,60,"1481,94",01/06/2020,Brasil,Paraíba,PB,Itaporanga,Nordeste,1,"1430,44",7660
Bicicletas,Bikes em turnê,Touring-1000,Amarela,46,"1481,94",01/06/2020,Brasil,Santa Catarina,SC,São José,Sul,1,"2384,07",7661
Bicicletas,Bikes em turnê,Touring-2000,Azul,46,"755,15",01/06/2020,Brasil,Amapá,AP,Laranjal do Jari,Norte,1,"728,91",7662
Bicicletas,Bikes em turnê,Touring-3000,Azul,58,"461,44",01/06/2020,Brasil,Tocantins,TO,Recursolândia,Norte,1,"445,41",7663
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,48,"713,08",01/02/2020,Brasil,São Paulo,SP,Adamantina,Sudeste,1,"1120,49",7664
Bicicletas,Bikes em turnê,Touring-3000,Amarela,50,"461,44",01/06/2020,Brasil,Piauí,PI,Regeneração,Norte,1,"445,41",7665
Bicicletas,Bikes em turnê,Touring-3000,Amarela,54,"461,44",01/06/2020,Brasil,Bahia,BA,Seabra,Nordeste,1,"445,41",7666
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,48,"713,08",01/02/2020,Brasil,Minas Gerais,MG,Santa Rosa da Serra,Sudeste,1,"1120,49",7667
Roupas,Luvas,Half-Finger Gloves,Preto,Pequeno,"9,16",01/06/2020,Brasil,Bahia,BA,Barreiras,Nordeste,1,"24,49",7668
Componentes,Suportes inferiores,LL Bottom Bracket,,,"23,97",01/06/2020,Brasil,Minas Gerais,MG,Joaquim Felício,Sudeste,1,"32,39",7669
Componentes,Freios,Front Brakes,Prata,,"47,29",01/06/2020,Brasil,Goiás,GO,Cidade Ocidental,Centro-Oeste,1,"63,9",7670
Componentes,Pedivelas,LL Crankset,Preto,,"77,92",01/06/2020,Brasil,Minas Gerais,MG,Barroso,Sudeste,1,"105,29",7671
Bicicletas,Bicicletas de estrada,Road-750,Preto,44,"343,65",01/02/2020,Brasil,Rio Grande do Sul,RS,Itati,Sul,1,"539,99",7672
Componentes,Câmbio,Front Derailleur,Prata,,"40,62",01/06/2020,Brasil,Ceará,CE,Groaíras,Nordeste,1,"54,89",7673
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/07/2020,Brasil,Paraná,PR,Cruzmaltina,Sul,1,"21,98",7674
Bicicletas,Bicicletas de estrada,Road-750,Preto,48,"343,65",01/02/2020,Brasil,Rio Grande do Sul,RS,Aceguá,Sul,1,"539,99",7675
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/07/2020,Brasil,São Paulo,SP,Jaú,Sudeste,1,"34,99",7676
Acessórios,Pneus e Tubos,LL Road Tire,,,"8,04",01/07/2020,Brasil,Pernambuco,PE,Santa Maria da Boa Vista,Nordeste,1,"21,49",7677
Bicicletas,Bicicletas de estrada,Road-750,Preto,48,"343,65",01/02/2020,Brasil,Ceará,CE,Varjota,Nordeste,1,"539,99",7678
Acessórios,Pneus e Tubos,ML Mountain Tire,,,"11,22",01/07/2020,Brasil,Tocantins,TO,Natividade,Norte,1,"29,99",7679
Bicicletas,Bicicletas de estrada,Road-750,Preto,48,"343,65",01/02/2020,Brasil,Rio Grande do Sul,RS,São Francisco de Assis,Sul,1,"539,99",7680
Bicicletas,Bicicletas de estrada,Road-750,Preto,52,"343,65",01/02/2020,Brasil,Minas Gerais,MG,São Sebastião da Bela Vista,Sudeste,1,"539,99",7681
Acessórios,Pneus e Tubos,Mountain Tire Tube,,,"1,87",01/07/2020,Brasil,Mato Grosso,MT,São José do Rio Claro,Centro-Oeste,1,"4,99",7682
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/07/2020,Brasil,Sergipe,SE,Brejo Grande,Nordeste,1,"2,29",7683
Roupas,Luvas,Half-Finger Gloves,Preto,Grande,"9,16",01/07/2020,Brasil,Amazonas,AM,Guajará,Norte,1,"24,49",7684
Bicicletas,Bicicletas de montanha,Mountain-100,Prata,44,"1912,15",01/07/2017,Brasil,Maranhão,MA,Formosa da Serra Negra,Nordeste,1,"3399,99",7685
Bicicletas,Bicicletas de estrada,Road-750,Preto,58,"343,65",01/02/2020,Brasil,Pará,PA,Tracuateua,Norte,1,"539,99",7686
Bicicletas,Bicicletas de estrada,Road-150,Vermelho,62,"2171,29",01/08/2017,Brasil,São Paulo,SP,Capela do Alto,Sudeste,2,"7156,54",7687
Bicicletas,Bicicletas de estrada,Road-150,Vermelho,52,"2171,29",01/09/2017,Brasil,Rio Grande do Sul,RS,São Leopoldo,Sul,1,"3578,27",7688
Bicicletas,Bicicletas de estrada,Road-750,Preto,58,"343,65",01/02/2020,Brasil,Bahia,BA,Ribeira do Pombal,Nordeste,1,"539,99",7689
Bicicletas,Bicicletas de estrada,Road-750,Preto,58,"343,65",01/02/2020,Brasil,São Paulo,SP,Bertioga,Sudeste,1,"539,99",7690
Bicicletas,Bicicletas de estrada,Road-150,Vermelho,56,"2171,29",01/10/2017,Brasil,Ceará,CE,Campos Sales,Nordeste,1,"3578,27",7691
Bicicletas,Bicicletas de montanha,Mountain-100,Prata,38,"1912,15",01/11/2017,Brasil,Goiás,GO,Guarinos,Centro-Oeste,1,"3399,99",7692
Bicicletas,Bicicletas de estrada,Road-150,Vermelho,48,"2171,29",01/01/2018,Brasil,Bahia,BA,Caldeirão Grande,Nordeste,1,"3578,27",7693
Bicicletas,Bicicletas de estrada,Road-650,Preto,60,"486,71",01/01/2018,Brasil,Ceará,CE,Pereiro,Nordeste,1,"699,1",7694
Bicicletas,Bikes em turnê,Touring-1000,Azul,46,"1481,94",01/02/2020,Brasil,Minas Gerais,MG,São João do Manteninha,Sudeste,1,"1430,44",7695
Bicicletas,Bicicletas de montanha,Mountain-100,Preto,42,"1898,09",01/03/2018,Brasil,Paraíba,PB,Coremas,Nordeste,1,"3374,99",7696
Bicicletas,Bicicletas de estrada,Road-150,Vermelho,44,"2171,29",01/03/2018,Brasil,Minas Gerais,MG,Araporã,Sudeste,1,"3578,27",7697
Bicicletas,Bicicletas de estrada,Road-150,Vermelho,48,"2171,29",01/03/2018,Brasil,Bahia,BA,Ourolândia,Nordeste,1,"3578,27",7698
Bicicletas,Bikes em turnê,Touring-1000,Azul,50,"1481,94",01/02/2020,Brasil,São Paulo,SP,Iaras,Sudeste,1,"2384,07",7699
Bicicletas,Bikes em turnê,Touring-1000,Azul,54,"1481,94",01/02/2020,Brasil,Bahia,BA,Itaberaba,Nordeste,1,"2384,07",7700
Bicicletas,Bicicletas de estrada,Road-150,Vermelho,56,"2171,29",01/03/2018,Brasil,Bahia,BA,Varzedo,Nordeste,1,"3578,27",7701
Bicicletas,Bicicletas de montanha,Mountain-100,Prata,44,"1912,15",01/06/2018,Brasil,São Paulo,SP,Aparecida,Sudeste,1,"3399,99",7702
Bicicletas,Bicicletas de estrada,Road-150,Vermelho,44,"2171,29",01/06/2018,Brasil,Paraná,PR,Mariluz,Sul,1,"3578,27",7703
Bicicletas,Bicicletas de estrada,Road-250,Vermelho,44,"1518,79",01/07/2018,Brasil,Tocantins,TO,Araguacema,Norte,1,"2443,35",7704
Bicicletas,Bicicletas de estrada,Road-250,Vermelho,52,"1518,79",01/07/2018,Brasil,Alagoas,AL,Traipu,Nordeste,1,"2443,35",7705
Bicicletas,Bikes em turnê,Touring-1000,Azul,54,"1481,94",01/02/2020,Brasil,Minas Gerais,MG,Morro da Garça,Sudeste,1,"2384,07",7706
Bicicletas,Bicicletas de estrada,Road-250,Vermelho,58,"1554,95",01/07/2018,Brasil,Bahia,BA,Palmeiras,Nordeste,1,"2181,56",7707
Bicicletas,Bicicletas de estrada,Road-650,Vermelho,58,"486,71",01/07/2018,Brasil,Santa Catarina,SC,Jardinópolis,Sul,1,"782,99",7708
Bicicletas,Bikes em turnê,Touring-1000,Amarela,46,"1481,94",01/02/2020,Brasil,Bahia,BA,Tucano,Nordeste,1,"1430,44",7709
Bicicletas,Bicicletas de estrada,Road-250,Preto,52,"1554,95",01/08/2018,Brasil,Paraíba,PB,Caraúbas,Nordeste,1,"2181,56",7710
Bicicletas,Bikes em turnê,Touring-1000,Amarela,46,"1481,94",01/02/2020,Brasil,Mato Grosso,MT,Juscimeira,Centro-Oeste,1,"2384,07",7711
Bicicletas,Bikes em turnê,Touring-1000,Amarela,46,"1481,94",01/02/2020,Brasil,São Paulo,SP,Pirapozinho,Sudeste,1,"2384,07",7712
Bicicletas,Bicicletas de estrada,Road-250,Preto,58,"1554,95",01/09/2018,Brasil,Santa Catarina,SC,Lacerdópolis,Sul,1,"2181,56",7713
Bicicletas,Bikes em turnê,Touring-1000,Amarela,50,"1481,94",01/02/2020,Brasil,Paraná,PR,Campina Grande do Sul,Sul,1,"2384,07",7714
Bicicletas,Bicicletas de estrada,Road-650,Vermelho,48,"486,71",01/09/2018,Brasil,Mato Grosso,MT,Terra Nova do Norte,Centro-Oeste,1,"782,99",7715
Bicicletas,Bicicletas de estrada,Road-250,Preto,48,"1554,95",01/10/2018,Brasil,Minas Gerais,MG,Jequitaí,Sudeste,1,"2181,56",7716
Bicicletas,Bicicletas de estrada,Road-250,Preto,52,"1554,95",01/10/2018,Brasil,Paraíba,PB,Pedra Lavrada,Nordeste,1,"2181,56",7717
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,42,"713,08",01/10/2018,Brasil,Mato Grosso,MT,Vila Bela da Santíssima Trindade,Centro-Oeste,1,"1000,44",7718
Bicicletas,Bikes em turnê,Touring-1000,Amarela,50,"1481,94",01/02/2020,Brasil,Paraná,PR,Clevelândia,Sul,1,"2384,07",7719
Bicicletas,Bicicletas de estrada,Road-250,Preto,58,"1554,95",01/11/2018,Brasil,São Paulo,SP,Salto de Pirapora,Sudeste,1,"2181,56",7720
Bicicletas,Bicicletas de estrada,Road-650,Vermelho,44,"486,71",01/11/2018,Brasil,São Paulo,SP,Riversul,Sudeste,1,"782,99",7721
Bicicletas,Bicicletas de estrada,Road-250,Preto,48,"1554,95",01/12/2018,Brasil,Paraíba,PB,Santa Rita,Nordeste,1,"2181,56",7722
Bicicletas,Bikes em turnê,Touring-1000,Amarela,54,"1481,94",01/02/2020,Brasil,São Paulo,SP,Morungaba,Sudeste,1,"2384,07",7723
Bicicletas,Bikes em turnê,Touring-1000,Amarela,60,"1481,94",01/02/2020,Brasil,Paraná,PR,Miraselva,Sul,1,"1430,44",7724
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,42,"1251,98",01/01/2019,Brasil,Pernambuco,PE,Belém do São Francisco,Nordeste,1,"2049,1",7725
Bicicletas,Bicicletas de estrada,Road-250,Vermelho,48,"1518,79",01/01/2019,Brasil,Ceará,CE,Viçosa do Ceará,Nordeste,1,"2443,35",7726
Bicicletas,Bikes em turnê,Touring-1000,Amarela,60,"1481,94",01/02/2020,Brasil,São Paulo,SP,Santo Expedito,Sudeste,1,"2384,07",7727
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,48,"713,08",01/01/2019,Brasil,Rio Grande do Norte,RN,Lagoa Nova,Nordeste,1,"1000,44",7728
Bicicletas,Bicicletas de montanha,Mountain-200,Prata,42,"1265,62",01/02/2019,Brasil,Goiás,GO,Morro Agudo de Goiás,Centro-Oeste,1,"2071,42",7729
Bicicletas,Bicicletas de estrada,Road-250,Preto,48,"1554,95",01/02/2019,Brasil,Minas Gerais,MG,Mamonas,Sudeste,1,"2181,56",7730
Bicicletas,Bikes em turnê,Touring-2000,Azul,54,"755,15",01/02/2020,Brasil,Alagoas,AL,Igaci,Nordeste,1,"728,91",7731
Bicicletas,Bikes em turnê,Touring-2000,Azul,60,"755,15",01/02/2020,Brasil,Espírito Santo,ES,Guarapari,Sudeste,1,"1214,85",7732
Bicicletas,Bikes em turnê,Touring-2000,Azul,60,"755,15",01/02/2020,Brasil,Minas Gerais,MG,Monte Carmelo,Sudeste,1,"728,91",7733
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,38,"1251,98",01/03/2019,Brasil,Paraíba,PB,Soledade,Nordeste,1,"2049,1",7734
Bicicletas,Bicicletas de estrada,Road-250,Preto,48,"1554,95",01/03/2019,Brasil,Pernambuco,PE,Barra de Guabiraba,Nordeste,1,"2181,56",7735
Bicicletas,Bicicletas de estrada,Road-250,Vermelho,58,"1554,95",01/03/2019,Brasil,Bahia,BA,Sobradinho,Nordeste,1,"2181,56",7736
Bicicletas,Bicicletas de estrada,Road-650,Vermelho,44,"486,71",01/03/2019,Brasil,Pernambuco,PE,Aliança,Nordeste,1,"782,99",7737
Bicicletas,Bicicletas de montanha,Mountain-200,Prata,46,"1265,62",01/04/2019,Brasil,Minas Gerais,MG,Formiga,Sudeste,1,"2071,42",7738
Bicicletas,Bicicletas de estrada,Road-250,Vermelho,44,"1518,79",01/04/2019,Brasil,Santa Catarina,SC,Araquari,Sul,1,"2443,35",7739
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,42,"1251,98",01/05/2019,Brasil,São Paulo,SP,Taquaritinga,Sudeste,1,"2049,1",7740
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,46,"1251,98",01/05/2019,Brasil,Alagoas,AL,Major Isidoro,Nordeste,1,"2049,1",7741
Bicicletas,Bicicletas de montanha,Mountain-200,Prata,38,"1265,62",01/05/2019,Brasil,Rio Grande do Sul,RS,Santo Augusto,Sul,1,"2071,42",7742
Bicicletas,Bicicletas de estrada,Road-250,Vermelho,48,"1518,79",01/05/2019,Brasil,Maranhão,MA,Viana,Nordeste,1,"2443,35",7743
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,38,"713,08",01/05/2019,Brasil,Santa Catarina,SC,Timbó,Sul,1,"1000,44",7744
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,42,"713,08",01/05/2019,Brasil,Paraíba,PB,Ingá,Nordeste,1,"1000,44",7745
Bicicletas,Bicicletas de montanha,Mountain-200,Prata,42,"1265,62",01/06/2019,Brasil,Paraíba,PB,Mato Grosso,Nordeste,1,"2071,42",7746
Bicicletas,Bicicletas de estrada,Road-250,Preto,44,"1554,95",01/06/2019,Brasil,São Paulo,SP,Luís Antônio,Sudeste,1,"2181,56",7747
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,48,"713,08",01/06/2019,Brasil,Santa Catarina,SC,Erval Velho,Sul,1,"1000,44",7748
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Pequeno,"41,57",01/07/2019,Brasil,São Paulo,SP,Palmeira d'Oeste,Sudeste,3,"97,18",7749
Componentes,Suportes inferiores,HL Bottom Bracket,,,"53,94",01/07/2019,Brasil,Minas Gerais,MG,Montes Claros,Sudeste,3,"218,68",7750
Bicicletas,Bikes em turnê,Touring-3000,Azul,50,"461,44",01/07/2019,Brasil,Alagoas,AL,Água Branca,Nordeste,2,"567,9",7751
Bicicletas,Bikes em turnê,Touring-3000,Amarela,58,"461,44",01/02/2020,Brasil,Bahia,BA,Itamari,Nordeste,1,"742,35",7752
Bicicletas,Bikes em turnê,Touring-3000,Amarela,62,"461,44",01/07/2019,Brasil,Bahia,BA,Simões Filho,Nordeste,2,"567,9",7753
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/02/2020,Brasil,Ceará,CE,Mauriti,Nordeste,1,"8,99",7754
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/07/2019,Brasil,Minas Gerais,MG,Ritápolis,Sudeste,1,"9,99",7755
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/07/2019,Brasil,Minas Gerais,MG,Dores do Turvo,Sudeste,1,"4,99",7756
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/02/2020,Brasil,São Paulo,SP,Ourinhos,Sudeste,1,"8,99",7757
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,42,"1251,98",01/07/2019,Brasil,Rio Grande do Sul,RS,São José do Norte,Sul,1,"2294,99",7758
Bicicletas,Bikes em turnê,Touring-1000,Azul,60,"1481,94",01/07/2019,Brasil,Bahia,BA,Santa Teresinha,Nordeste,1,"1430,44",7759
Bicicletas,Bikes em turnê,Touring-1000,Amarela,46,"1481,94",01/07/2019,Brasil,Mato Grosso do Sul,MS,Corumbá,Centro-Oeste,1,"762,9",7760
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/02/2020,Brasil,Pará,PA,Parauapebas,Norte,1,"8,99",7761
Bicicletas,Bikes em turnê,Touring-1000,Amarela,60,"1481,94",01/07/2019,Brasil,Pernambuco,PE,Buíque,Nordeste,1,"762,9",7762
Bicicletas,Bikes em turnê,Touring-3000,Amarela,44,"461,44",01/07/2019,Brasil,Santa Catarina,SC,Santo Amaro da Imperatriz,Sul,1,"283,95",7763
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/02/2020,Brasil,Ceará,CE,Madalena,Nordeste,1,"8,99",7764
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/02/2020,Brasil,Paraná,PR,Marilândia do Sul,Sul,1,"8,99",7765
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/02/2020,Brasil,Minas Gerais,MG,Serra do Salitre,Sudeste,1,"8,99",7766
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/02/2020,Brasil,Rio Grande do Sul,RS,Cruzeiro do Sul,Sul,1,"8,99",7767
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/07/2019,Brasil,Paraíba,PB,Manaíra,Nordeste,1,"8,99",7768
Componentes,Correntes,Chain,Prata,,"8,99",01/07/2019,Brasil,Paraná,PR,Paranacity,Sul,1,"12,14",7769
Componentes,Pedivelas,HL Crankset,Preto,,"179,82",01/07/2019,Brasil,Rio Grande do Sul,RS,Independência,Sul,1,"242,99",7770
Componentes,Câmbio,Front Derailleur,Prata,,"40,62",01/07/2019,Brasil,Rio Grande do Sul,RS,Sinimbu,Sul,1,"54,89",7771
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/08/2019,Brasil,Bahia,BA,Iaçu,Nordeste,2,"9,98",7772
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/08/2019,Brasil,Ceará,CE,Granja,Nordeste,2,"43,96",7773
Roupas,Luvas,Half-Finger Gloves,Preto,Grande,"9,16",01/02/2020,Brasil,Minas Gerais,MG,Cristina,Sudeste,1,"24,49",7774
Roupas,Luvas,Half-Finger Gloves,Preto,Médio,"9,16",01/02/2020,Brasil,Pará,PA,São Domingos do Araguaia,Norte,1,"24,49",7775
Componentes,Freios,Front Brakes,Prata,,"47,29",01/08/2019,Brasil,São Paulo,SP,Tanabi,Sudeste,2,"127,8",7776
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/08/2019,Brasil,Paraná,PR,Engenheiro Beltrão,Sul,1,"9,99",7777
Roupas,Luvas,Half-Finger Gloves,Preto,Médio,"9,16",01/02/2020,Brasil,Minas Gerais,MG,Bocaina de Minas,Sudeste,1,"24,49",7778
